poly_time,kalshi_time,poly_yes,poly_no,kalshi_yes,kalshi_no,arb_size,poly_side,kalshi_side
1742082309,1742082305,0.129,0.871,0.1,0.9,10,NO,YES
1742086433,1742086429,0.127,0.873,0.1,0.9,20,NO,YES
1742086461,1742086458,0.128,0.872,0.1,0.9,59,NO,YES
1742086461,1742086458,0.128,0.872,0.1,0.9,99,NO,YES
1742089888,1742089885,0.127,0.873,0.1,0.9,20,NO,YES
1742090787,1742090784,0.127,0.873,0.1,0.9,20,NO,YES
1742235675,1742235787,0.139,0.861,0.1,0.9,7,NO,YES
1742235787,1742235787,0.125,0.875,0.1,0.9,53,NO,YES
1742235787,1742235787,0.12,0.88,0.1,0.9,626,NO,YES
1742235787,1742235787,0.12,0.88,0.1,0.9,43,NO,YES
1742347608,1742347518,0.125,0.875,0.1,0.9,1,NO,YES
1742400222,1742400269,0.103,0.897,0.11,0.89,10,YES,NO
1742400222,1742400362,0.103,0.897,0.11,0.89,4,YES,NO
1742576327,1742576320,0.093,0.907,0.1,0.9,10,YES,NO
1742576327,1742576320,0.093,0.907,0.1,0.9,20,YES,NO
1742576327,1742576320,0.094,0.906,0.1,0.9,50,YES,NO
1742658388,1742658628,0.097,0.903,0.11,0.89,22,YES,NO
1742664638,1742664761,0.09,0.91,0.1,0.9,10,YES,NO
1742664638,1742664761,0.087,0.913,0.1,0.9,10,YES,NO
1742931306,1742931463,0.102,0.898,0.11,0.89,1,YES,NO
1742931306,1742931472,0.102,0.898,0.09,0.91,1,NO,YES
1742931848,1742931835,0.112,0.888,0.11,0.89,4,NO,YES
1743002781,1743002916,0.119,0.881,0.11,0.89,16,NO,YES
1743006611,1743006377,0.118,0.882,0.11,0.89,30,NO,YES
1743119680,1743119740,0.124,0.876,0.1,0.9,10,NO,YES
1743119680,1743119740,0.124,0.876,0.1,0.9,15,NO,YES
1743119680,1743119740,0.124,0.876,0.1,0.9,8,NO,YES
1743119680,1743119740,0.124,0.876,0.1,0.9,25,NO,YES
1743119682,1743119740,0.124,0.876,0.1,0.9,3,NO,YES
1743119682,1743119740,0.124,0.876,0.1,0.9,15,NO,YES
1743119682,1743119740,0.124,0.876,0.1,0.9,13,NO,YES
1743119682,1743119740,0.124,0.876,0.1,0.9,12,NO,YES
1743119682,1743119740,0.124,0.876,0.1,0.9,8,NO,YES
1743119682,1743119740,0.124,0.876,0.1,0.9,8,NO,YES
1743119682,1743119740,0.124,0.876,0.1,0.9,7,NO,YES
1743119684,1743119740,0.124,0.876,0.1,0.9,15,NO,YES
1743140918,1743140898,0.129,0.871,0.1,0.9,111,NO,YES
1743195332,1743195315,0.137,0.863,0.11,0.89,947,NO,YES
1743195332,1743195315,0.137,0.863,0.11,0.89,1389,NO,YES
1743347873,1743347863,0.114,0.886,0.12,0.88,21,YES,NO
1743347873,1743347863,0.115,0.885,0.12,0.88,1,YES,NO
1743348003,1743347863,0.112,0.888,0.12,0.88,22,YES,NO
1743379784,1743380071,0.134,0.866,0.1,0.9,10,NO,YES
1743393194,1743393339,0.134,0.866,0.11,0.89,2,NO,YES
1743438019,1743437989,0.134,0.866,0.1,0.9,31,NO,YES
1743438019,1743437989,0.134,0.866,0.1,0.9,44,NO,YES
1743438019,1743437989,0.134,0.866,0.1,0.9,5,NO,YES
1743438019,1743437989,0.134,0.866,0.1,0.9,11,NO,YES
1743438019,1743437989,0.134,0.866,0.1,0.9,6,NO,YES
1743438019,1743437989,0.134,0.866,0.1,0.9,100,NO,YES
1743438019,1743437989,0.132,0.868,0.1,0.9,250,NO,YES
1743438019,1743437989,0.132,0.868,0.1,0.9,50,NO,YES
1743438019,1743437989,0.132,0.868,0.1,0.9,3,NO,YES
1743438019,1743437989,0.132,0.868,0.1,0.9,1,NO,YES
1743958584,1743958596,0.086,0.914,0.1,0.9,10,YES,NO
1743958584,1743958596,0.086,0.914,0.1,0.9,10,YES,NO
1743958584,1743958596,0.087,0.913,0.1,0.9,100,YES,NO
1743958584,1743958596,0.087,0.913,0.1,0.9,100,YES,NO
1743958584,1743958596,0.088,0.912,0.1,0.9,332,YES,NO
1743959518,1743959513,0.088,0.912,0.1,0.9,168,YES,NO
1743959518,1743959513,0.088,0.912,0.1,0.9,12,YES,NO
1743959518,1743959513,0.088,0.912,0.1,0.9,6,YES,NO
1743959518,1743959513,0.088,0.912,0.1,0.9,50,YES,NO
1743959518,1743959513,0.088,0.912,0.1,0.9,50,YES,NO
1743959518,1743959513,0.088,0.912,0.1,0.9,50,YES,NO
1744660688,1744660678,0.092,0.908,0.1,0.9,10,YES,NO
1744665748,1744665743,0.094,0.906,0.1,0.9,10,YES,NO
1744731935,1744731926,0.099,0.901,0.11,0.89,293,YES,NO
1744849073,1744849323,0.094,0.906,0.1,0.9,1,YES,NO
1744856161,1744856334,0.094,0.906,0.11,0.89,11,YES,NO
1744856161,1744856334,0.094,0.906,0.11,0.89,12,YES,NO
1744856161,1744856334,0.094,0.906,0.11,0.89,12,YES,NO
1744856163,1744856334,0.094,0.906,0.11,0.89,12,YES,NO
1744856171,1744856334,0.094,0.906,0.11,0.89,13,YES,NO
1744856185,1744856334,0.094,0.906,0.11,0.89,11,YES,NO
1744937625,1744937402,0.084,0.916,0.11,0.89,10,YES,NO
1744937625,1744937402,0.084,0.916,0.11,0.89,10,YES,NO
1744937625,1744937402,0.084,0.916,0.11,0.89,11,YES,NO
1744937625,1744937402,0.084,0.916,0.11,0.89,10,YES,NO
1744937625,1744937402,0.084,0.916,0.11,0.89,10,YES,NO
1744937625,1744937402,0.084,0.916,0.11,0.89,10,YES,NO
1744937635,1744937402,0.084,0.916,0.11,0.89,1,YES,NO
1745008969,1745008959,0.084,0.916,0.11,0.89,11,YES,NO
1745008979,1745008959,0.084,0.916,0.11,0.89,11,YES,NO
1745038220,1745037988,0.085,0.915,0.12,0.88,5,YES,NO
1745038220,1745037988,0.085,0.915,0.12,0.88,5,YES,NO
1745038228,1745037988,0.085,0.915,0.12,0.88,5,YES,NO
1745262762,1745262758,0.093,0.907,0.11,0.89,236,YES,NO
1745263637,1745263632,0.093,0.907,0.11,0.89,10,YES,NO
1745265467,1745265460,0.093,0.907,0.11,0.89,21,YES,NO
1745533817,1745533812,0.109,0.891,0.13,0.87,105,YES,NO
1745533817,1745533812,0.11,0.89,0.13,0.87,156,YES,NO
1745533817,1745533812,0.11,0.89,0.13,0.87,107,YES,NO
1745606386,1745606381,0.099,0.901,0.12,0.88,2,YES,NO
1745606386,1745606381,0.099,0.901,0.12,0.88,2,YES,NO
1745606386,1745606381,0.099,0.901,0.12,0.88,4,YES,NO
1745606386,1745606381,0.099,0.901,0.12,0.88,4,YES,NO
1745632229,1745632406,0.094,0.906,0.13,0.87,1,YES,NO
1745638143,1745638137,0.097,0.903,0.12,0.88,100,YES,NO
1745638143,1745638137,0.097,0.903,0.12,0.88,100,YES,NO
1745638143,1745638137,0.097,0.903,0.12,0.88,100,YES,NO
1745777426,1745777419,0.102,0.898,0.12,0.88,40,YES,NO
1745777426,1745777419,0.102,0.898,0.12,0.88,10,YES,NO
1745777426,1745777419,0.102,0.898,0.12,0.88,32,YES,NO
1745784642,1745784636,0.102,0.898,0.12,0.88,20,YES,NO
1745791339,1745791333,0.099,0.901,0.12,0.88,21,YES,NO
1745791339,1745791333,0.1,0.9,0.12,0.88,5,YES,NO
1745791339,1745791333,0.101,0.899,0.12,0.88,72,YES,NO
1745939912,1745940055,0.098,0.902,0.13,0.87,5,YES,NO
1745939912,1745940055,0.098,0.902,0.13,0.87,3,YES,NO
1746119295,1746119290,0.095,0.905,0.11,0.89,15,YES,NO
1746119295,1746119290,0.095,0.905,0.11,0.89,20,YES,NO
1746119295,1746119290,0.096,0.904,0.11,0.89,75,YES,NO
1746119295,1746119290,0.096,0.904,0.11,0.89,105,YES,NO
1746119295,1746119290,0.097,0.903,0.11,0.89,162,YES,NO
1746119295,1746119290,0.099,0.901,0.11,0.89,20,YES,NO
1746119295,1746119290,0.1,0.9,0.11,0.89,199,YES,NO
1746206023,1746206016,0.097,0.903,0.11,0.89,233,YES,NO
1746301744,1746301739,0.1,0.9,0.12,0.88,10,YES,NO
1746301744,1746301739,0.101,0.899,0.12,0.88,3,YES,NO
1746301744,1746301739,0.101,0.899,0.12,0.88,36,YES,NO
1746464734,1746464729,0.09,0.91,0.12,0.88,10,YES,NO
1746464734,1746464729,0.093,0.907,0.12,0.88,10,YES,NO
1746464734,1746464730,0.093,0.907,0.12,0.88,9,YES,NO
1746464734,1746464730,0.094,0.906,0.12,0.88,20,YES,NO
1746543532,1746543527,0.091,0.909,0.11,0.89,19,YES,NO
1746543532,1746543527,0.092,0.908,0.11,0.89,20,YES,NO
1746543544,1746543527,0.093,0.907,0.11,0.89,1,YES,NO
1746543544,1746543538,0.093,0.907,0.11,0.89,20,YES,NO
1746543616,1746543538,0.089,0.911,0.11,0.89,1,YES,NO
1746557389,1746557384,0.092,0.908,0.11,0.89,10,YES,NO
1746557389,1746557384,0.092,0.908,0.11,0.89,20,YES,NO
1746557389,1746557384,0.093,0.907,0.11,0.89,104,YES,NO
1746557389,1746557384,0.093,0.907,0.11,0.89,100,YES,NO
1746557401,1746557398,0.092,0.908,0.11,0.89,10,YES,NO
1746557693,1746557687,0.093,0.907,0.11,0.89,100,YES,NO
1746557991,1746557987,0.093,0.907,0.11,0.89,93,YES,NO
1746557991,1746557987,0.093,0.907,0.11,0.89,7,YES,NO
1746564884,1746564879,0.094,0.906,0.13,0.87,5,YES,NO
1746564884,1746564879,0.095,0.905,0.13,0.87,95,YES,NO
1746564884,1746564879,0.094,0.906,0.13,0.87,100,YES,NO
1746629649,1746629644,0.091,0.909,0.11,0.89,10,YES,NO
1746629649,1746629644,0.092,0.908,0.11,0.89,100,YES,NO
1746629649,1746629644,0.093,0.907,0.11,0.89,102,YES,NO
1746629649,1746629644,0.093,0.907,0.11,0.89,30,YES,NO
1746629669,1746629666,0.093,0.907,0.11,0.89,21,YES,NO
1746630777,1746630772,0.093,0.907,0.11,0.89,200,YES,NO
1746630801,1746630797,0.093,0.907,0.11,0.89,180,YES,NO
1746630827,1746630822,0.092,0.908,0.11,0.89,57,YES,NO
1746635163,1746635159,0.091,0.909,0.11,0.89,111,YES,NO
1746635163,1746635159,0.091,0.909,0.11,0.89,110,YES,NO
1746635163,1746635159,0.091,0.909,0.11,0.89,50,YES,NO
1746635163,1746635159,0.093,0.907,0.11,0.89,102,YES,NO
1746635183,1746635159,0.091,0.909,0.11,0.89,1,YES,NO
1746635183,1746635179,0.091,0.909,0.11,0.89,9,YES,NO
1746635183,1746635179,0.092,0.908,0.11,0.89,50,YES,NO
1746635183,1746635179,0.092,0.908,0.11,0.89,66,YES,NO
1746635237,1746635179,0.087,0.913,0.11,0.89,1,YES,NO
1746641914,1746641909,0.087,0.913,0.11,0.89,21,YES,NO
1746641914,1746641909,0.089,0.911,0.11,0.89,63,YES,NO
1746666354,1746666350,0.089,0.911,0.11,0.89,27,YES,NO
1746666354,1746666350,0.089,0.911,0.11,0.89,5,YES,NO
1746718666,1746718660,0.083,0.917,0.11,0.89,8,YES,NO
1746721451,1746721439,0.083,0.917,0.1,0.9,796,YES,NO
1746734745,1746734739,0.088,0.912,0.11,0.89,85,YES,NO
1746734745,1746734739,0.088,0.912,0.11,0.89,15,YES,NO
1746734745,1746734739,0.088,0.912,0.13,0.87,8,YES,NO
1746734745,1746734739,0.085,0.915,0.13,0.87,40,YES,NO
1746734745,1746734739,0.087,0.913,0.13,0.87,20,YES,NO
1746734745,1746734739,0.087,0.913,0.13,0.87,20,YES,NO
1746734745,1746734739,0.088,0.912,0.13,0.87,7,YES,NO
1746734745,1746734739,0.088,0.912,0.12,0.88,13,YES,NO
1746740815,1746740811,0.087,0.913,0.12,0.88,21,YES,NO
1746740815,1746740811,0.088,0.912,0.12,0.88,10,YES,NO
1746740815,1746740811,0.089,0.911,0.12,0.88,69,YES,NO
1746740965,1746740958,0.089,0.911,0.12,0.88,100,YES,NO
1746746276,1746746271,0.089,0.911,0.13,0.87,52,YES,NO
1746746276,1746746271,0.089,0.911,0.12,0.88,48,YES,NO
1746748936,1746748931,0.089,0.911,0.12,0.88,100,YES,NO
1746753032,1746753024,0.089,0.911,0.11,0.89,50,YES,NO
1746753032,1746753024,0.089,0.911,0.11,0.89,50,YES,NO
1746753032,1746753024,0.089,0.911,0.11,0.89,50,YES,NO
1746768264,1746768259,0.081,0.919,0.11,0.89,42,YES,NO
1746769248,1746769242,0.081,0.919,0.1,0.9,58,YES,NO
1746769248,1746769242,0.082,0.918,0.1,0.9,44,YES,NO
1746769248,1746769242,0.086,0.914,0.1,0.9,7,YES,NO
1746769248,1746769242,0.086,0.914,0.1,0.9,7,YES,NO
1746769248,1746769242,0.086,0.914,0.1,0.9,7,YES,NO
1746797461,1746797456,0.09,0.91,0.11,0.89,84,YES,NO
1746895299,1746895468,0.077,0.923,0.1,0.9,14,YES,NO
1747051267,1747051262,0.07,0.93,0.09,0.91,100,YES,NO
1747052369,1747052365,0.07,0.93,0.09,0.91,100,YES,NO
1747064103,1747064100,0.065,0.935,0.09,0.91,10,YES,NO
1747064547,1747064542,0.069,0.931,0.09,0.91,100,YES,NO
1747064607,1747064602,0.069,0.931,0.09,0.91,100,YES,NO
1747064681,1747064677,0.069,0.931,0.09,0.91,50,YES,NO
1747064813,1747064809,0.07,0.93,0.09,0.91,2,YES,NO
1747064813,1747064809,0.07,0.93,0.09,0.91,97,YES,NO
1747064873,1747064809,0.07,0.93,0.09,0.91,1,YES,NO
1747064873,1747064869,0.07,0.93,0.09,0.91,91,YES,NO
1747064873,1747064869,0.07,0.93,0.09,0.91,7,YES,NO
1747064941,1747064869,0.07,0.93,0.09,0.91,2,YES,NO
1747064941,1747064937,0.07,0.93,0.09,0.91,95,YES,NO
1747072469,1747072466,0.064,0.936,0.08,0.92,5,YES,NO
1747072469,1747072466,0.064,0.936,0.08,0.92,25,YES,NO
1747072471,1747072478,0.064,0.936,0.08,0.92,30,YES,NO
1747072473,1747072478,0.064,0.936,0.08,0.92,59,YES,NO
1747072477,1747072478,0.063,0.937,0.08,0.92,20,YES,NO
1747072477,1747072478,0.063,0.937,0.08,0.92,20,YES,NO
1747072477,1747072478,0.063,0.937,0.08,0.92,72,YES,NO
1747072479,1747072478,0.062,0.938,0.08,0.92,110,YES,NO
1747072483,1747072478,0.063,0.937,0.08,0.92,60,YES,NO
1747072509,1747072478,0.061,0.939,0.08,0.92,100,YES,NO
1747072521,1747072478,0.062,0.938,0.08,0.92,20,YES,NO
1747072569,1747072478,0.061,0.939,0.08,0.92,100,YES,NO
1747072629,1747072478,0.061,0.939,0.08,0.92,100,YES,NO
1747072689,1747072478,0.061,0.939,0.08,0.92,100,YES,NO
1747072749,1747072478,0.061,0.939,0.08,0.92,100,YES,NO
1747145197,1747145185,0.065,0.935,0.06,0.94,6,NO,YES
1747145197,1747145185,0.065,0.935,0.06,0.94,4,NO,YES
1747164501,1747164793,0.068,0.932,0.08,0.92,41,YES,NO
1747164501,1747164793,0.068,0.932,0.08,0.92,43,YES,NO
1747164517,1747164793,0.067,0.933,0.08,0.92,5,YES,NO
1747198415,1747198411,0.064,0.936,0.06,0.94,25,NO,YES
1747198415,1747198411,0.064,0.936,0.06,0.94,20,NO,YES
1747198415,1747198411,0.064,0.936,0.06,0.94,5,NO,YES
1747198415,1747198411,0.064,0.936,0.06,0.94,50,NO,YES
1747599898,1747599892,0.068,0.932,0.06,0.94,10,NO,YES
1747672556,1747672537,0.064,0.936,0.06,0.94,92,NO,YES
1747672556,1747672537,0.063,0.937,0.06,0.94,7,NO,YES
1747672680,1747672537,0.064,0.936,0.06,0.94,1,NO,YES
1747672680,1747672537,0.064,0.936,0.05,0.95,2,NO,YES
1747672680,1747672537,0.064,0.936,0.06,0.94,50,NO,YES
1747672680,1747672537,0.064,0.936,0.05,0.95,39,NO,YES
1747672682,1747672537,0.063,0.937,0.05,0.95,3,NO,YES
1747672682,1747672537,0.063,0.937,0.06,0.94,121,NO,YES
1747672702,1747672537,0.063,0.937,0.06,0.94,90,NO,YES
1747672720,1747672537,0.063,0.937,0.06,0.94,11,NO,YES
1747693912,1747693870,0.065,0.935,0.08,0.92,7,YES,NO
1747693912,1747693870,0.066,0.934,0.08,0.92,92,YES,NO
1747747216,1747747510,0.065,0.935,0.08,0.92,50,YES,NO
1747761554,1747761628,0.066,0.934,0.09,0.91,100,YES,NO
1747761554,1747761628,0.067,0.933,0.09,0.91,66,YES,NO
1747761554,1747761628,0.067,0.933,0.09,0.91,95,YES,NO
1747779331,1747779085,0.066,0.934,0.08,0.92,7,YES,NO
1747779331,1747779085,0.066,0.934,0.08,0.92,1,YES,NO
1747779331,1747779085,0.066,0.934,0.08,0.92,20,YES,NO
1747787155,1747787208,0.069,0.931,0.08,0.92,28,YES,NO
1747787155,1747787208,0.069,0.931,0.08,0.92,128,YES,NO
1747787271,1747787208,0.069,0.931,0.08,0.92,42,YES,NO
1747787271,1747787208,0.069,0.931,0.08,0.92,4,YES,NO
1747787271,1747787208,0.069,0.931,0.08,0.92,268,YES,NO
1747787271,1747787208,0.069,0.931,0.08,0.92,50,YES,NO
1747787271,1747787208,0.07,0.93,0.08,0.92,135,YES,NO
1747886938,1747886926,0.06,0.94,0.07,0.93,135,YES,NO
1747886938,1747886926,0.061,0.939,0.07,0.93,129,YES,NO
1747886938,1747886926,0.061,0.939,0.07,0.93,50,YES,NO
1747886938,1747886926,0.061,0.939,0.07,0.93,50,YES,NO
1747886938,1747886926,0.061,0.939,0.07,0.93,500,YES,NO
1747886938,1747886926,0.061,0.939,0.07,0.93,247,YES,NO
1747886938,1747886926,0.061,0.939,0.07,0.93,50,YES,NO
1747886938,1747886926,0.062,0.938,0.07,0.93,50,YES,NO
1747886938,1747886926,0.062,0.938,0.07,0.93,50,YES,NO
1747886938,1747886926,0.062,0.938,0.07,0.93,50,YES,NO
1747886938,1747886926,0.062,0.938,0.07,0.93,2190,YES,NO
1747886938,1747886926,0.062,0.938,0.07,0.93,439,YES,NO
1747970282,1747970118,0.061,0.939,0.08,0.92,5,YES,NO
1748106559,1748106557,0.055,0.945,0.07,0.93,400,YES,NO
1748106559,1748106557,0.056,0.944,0.07,0.93,50,YES,NO
1748106559,1748106557,0.057,0.943,0.07,0.93,50,YES,NO
1748106559,1748106557,0.057,0.943,0.07,0.93,307,YES,NO
1748106559,1748106557,0.058,0.942,0.07,0.93,300,YES,NO
1748106559,1748106557,0.059,0.941,0.07,0.93,135,YES,NO
1748106559,1748106557,0.059,0.941,0.07,0.93,500,YES,NO
1748106559,1748106557,0.06,0.94,0.07,0.93,90,YES,NO
1748106559,1748106557,0.06,0.94,0.07,0.93,19,YES,NO
1748106559,1748106557,0.06,0.94,0.07,0.93,20,YES,NO
1748121956,1748121964,0.057,0.943,0.07,0.93,50,YES,NO
1748192985,1748193276,0.061,0.939,0.07,0.93,5,YES,NO
1748193123,1748193276,0.061,0.939,0.07,0.93,5,YES,NO
1748193439,1748193276,0.061,0.939,0.07,0.93,6,YES,NO
1748284435,1748284203,0.059,0.941,0.07,0.93,6,YES,NO
1748313435,1748313276,0.059,0.941,0.07,0.93,58,YES,NO
1748313435,1748313523,0.059,0.941,0.07,0.93,42,YES,NO
1748361003,1748360933,0.063,0.937,0.08,0.92,15,YES,NO
1748361003,1748360933,0.063,0.937,0.08,0.92,870,YES,NO
1748361003,1748360933,0.063,0.937,0.08,0.92,130,YES,NO
1748361003,1748360933,0.063,0.937,0.08,0.92,370,YES,NO
1748361003,1748360933,0.063,0.937,0.08,0.92,510,YES,NO
1748361003,1748360933,0.063,0.937,0.08,0.92,104,YES,NO
1748372321,1748372391,0.063,0.937,0.08,0.92,3,YES,NO
1748384475,1748384638,0.06,0.94,0.08,0.92,161,YES,NO
1748384475,1748384638,0.06,0.94,0.08,0.92,20,YES,NO
1748384475,1748384638,0.059,0.941,0.08,0.92,107,YES,NO
1748384475,1748384638,0.059,0.941,0.08,0.92,211,YES,NO
1748392297,1748392173,0.065,0.935,0.08,0.92,500,YES,NO
1748456216,1748456144,0.077,0.923,0.08,0.92,3096,YES,NO
1748456216,1748456144,0.077,0.923,0.08,0.92,200,YES,NO
1748456216,1748456144,0.077,0.923,0.08,0.92,703,YES,NO
1748467630,1748467754,0.088,0.912,0.09,0.91,134,YES,NO
1748467630,1748467754,0.088,0.912,0.09,0.91,366,YES,NO
1748467784,1748467754,0.083,0.917,0.09,0.91,10,YES,NO
1748467788,1748467754,0.083,0.917,0.09,0.91,41,YES,NO
1748467816,1748467754,0.088,0.912,0.09,0.91,22,YES,NO
1748467894,1748467754,0.088,0.912,0.09,0.91,427,YES,NO
1748468466,1748468425,0.088,0.912,0.1,0.9,20,YES,NO
1748468466,1748468425,0.088,0.912,0.1,0.9,8,YES,NO
1748468466,1748468597,0.088,0.912,0.1,0.9,47,YES,NO
1748469682,1748469384,0.089,0.911,0.1,0.9,62,YES,NO
1748469682,1748469384,0.089,0.911,0.1,0.9,275,YES,NO
1748469716,1748469786,0.089,0.911,0.11,0.89,80,YES,NO
1748469716,1748469786,0.089,0.911,0.11,0.89,20,YES,NO
1748470382,1748470230,0.089,0.911,0.11,0.89,9,YES,NO
1748470382,1748470518,0.089,0.911,0.11,0.89,2,YES,NO
1748470566,1748470828,0.089,0.911,0.11,0.89,250,YES,NO
1748470690,1748470828,0.089,0.911,0.11,0.89,250,YES,NO
1748470756,1748470828,0.089,0.911,0.11,0.89,309,YES,NO
1748470756,1748470828,0.089,0.911,0.11,0.89,38,YES,NO
1748470756,1748470828,0.089,0.911,0.11,0.89,9,YES,NO
1748470756,1748471045,0.089,0.911,0.11,0.89,80,YES,NO
1748470756,1748471045,0.089,0.911,0.11,0.89,9,YES,NO
1748470756,1748471045,0.089,0.911,0.11,0.89,2,YES,NO
1748470756,1748471045,0.089,0.911,0.11,0.89,242,YES,NO
1748470756,1748471045,0.089,0.911,0.11,0.89,9,YES,NO
1748471938,1748471934,0.089,0.911,0.11,0.89,80,YES,NO
1748471992,1748471934,0.089,0.911,0.11,0.89,80,YES,NO
1748471992,1748471934,0.089,0.911,0.11,0.89,20,YES,NO
1748472368,1748472363,0.089,0.911,0.12,0.88,25,YES,NO
1748472368,1748472363,0.089,0.911,0.11,0.89,75,YES,NO
1748472368,1748472363,0.089,0.911,0.11,0.89,25,YES,NO
1748472410,1748472363,0.089,0.911,0.12,0.88,350,YES,NO
1748472410,1748472363,0.089,0.911,0.12,0.88,25,YES,NO
1748472410,1748472414,0.089,0.911,0.12,0.88,10,YES,NO
1748472410,1748472532,0.089,0.911,0.11,0.89,2,YES,NO
1748472410,1748472532,0.089,0.911,0.11,0.89,198,YES,NO
1748472410,1748472535,0.089,0.911,0.11,0.89,50,YES,NO
1748473494,1748473603,0.094,0.906,0.11,0.89,20,YES,NO
1748473494,1748473603,0.094,0.906,0.11,0.89,75,YES,NO
1748473494,1748473667,0.094,0.906,0.11,0.89,6,YES,NO
1748473494,1748473667,0.098,0.902,0.11,0.89,169,YES,NO
1748473494,1748473692,0.098,0.902,0.12,0.88,238,YES,NO
1748473494,1748473692,0.098,0.902,0.12,0.88,65,YES,NO
1748476088,1748475872,0.101,0.899,0.12,0.88,100,YES,NO
